id,label,icd_code,mesh_code
DOID:11719,oculopharyngeal muscular dystrophy,G71.09,D039141
DOID:1172,hyperlipoproteinemia type IV,E78.1,D006953
DOID:11720,distal myopathy,G71.09,D049310
DOID:11721,glycogen storage disease VII,E74.09,D006014
DOID:11722,myotonic dystrophy type 1,G71.11,D009223
DOID:11723,Duchenne muscular dystrophy,,D020388
DOID:11724,limb-girdle muscular dystrophy,G71.03,D049288
DOID:11725,Cornelia de Lange syndrome,Q87.19,D003635
DOID:11726,Emery-Dreifuss muscular dystrophy,,D020389
DOID:11727,facioscapulohumeral muscular dystrophy,G71.02,D020391
DOID:11729,Lyme disease,A69.2,D008193
DOID:11729,Lyme disease,A69.2,D020852
DOID:11746,parametrium malignant neoplasm,C57.3,
DOID:11747,uterine adnexa cancer,C57.4,
DOID:11748,round ligament malignant neoplasm,C57.2,
DOID:11750,Bordetella parapertussis whooping cough,A37.1,
DOID:11754,siderosis of eye,H44.32,
DOID:11755,choledocholithiasis,,D042883
DOID:11759,hypochromic anemia,D50,D000747
DOID:1176,bronchial disease,,D001982
DOID:11771,spontaneous ocular nystagmus,H55.03,D009759
DOID:11772,leukocoria,H44.53,
DOID:11781,regular astigmatism,H52.22,
DOID:11782,astigmatism,H52.2,D001251
DOID:11787,chronic congestive splenomegaly,D73.2,
DOID:11797,chronic laryngitis,J37.0,
DOID:118,pericardial effusion,,D010490
DOID:11801,protein-energy malnutrition,E46,D011502
DOID:11809,bladder neck cancer,C67.5,
DOID:11811,urinary bladder posterior wall cancer,C67.4,
DOID:11813,bladder trigone cancer,C67.0,
DOID:11814,urinary bladder anterior wall cancer,C67.3,
DOID:11816,vitreous syneresis,H43.81,
DOID:11817,urachus cancer,C67.7,
DOID:11818,ureteric orifice cancer,C67.6,
DOID:11819,ureter cancer,C66,D014516
DOID:11820,bladder dome cancer,C67.1,
DOID:11823,hepatorenal syndrome,K76.7,D006530
DOID:11824,multicentric reticulohistiocytosis,E78.81,
DOID:11829,degenerative myopia,H44.2,D047728
DOID:11830,myopia,H52.1,D009216
DOID:11831,cortical blindness,H47.61,D019575
DOID:11832,visual epilepsy,,D012640
DOID:11836,clubfoot,Q66.89,D003025
DOID:11839,glans penis cancer,C60.1,
DOID:1184,nephrotic syndrome,N04,D009404
DOID:11840,coronary artery vasospasm,,D003329
DOID:11847,coronary thrombosis,I22,D003328
DOID:11851,indeterminate leprosy,A30.0,
DOID:11853,monocular exotropia,H50.11,D005099
DOID:1187,tibial neuropathy,,D020429
DOID:11870,Pick's disease,G31.01,D020774
DOID:11871,macular keratitis,H16.11,
DOID:11874,abnormal threshold of rods,H53.61,
DOID:11875,denture stomatitis,K12.1,D013282
DOID:1188,mononeuropathy,G58.9,D020422
DOID:11885,ureteral benign neoplasm,,D014516
DOID:119,vaginal cancer,C52,D014625
DOID:11905,labium majus cancer,C51.0,
DOID:11907,ecthyma,,D004473
DOID:11914,gastroparesis,K31.84,D018589
DOID:1192,peripheral nervous system neoplasm,,D010524
DOID:1192,peripheral nervous system neoplasm,,D018317
DOID:11920,tracheal cancer,C33,
DOID:11934,head and neck cancer,,D006258
DOID:11949,Creutzfeldt-Jakob disease,A81.0,D007562
DOID:11963,esophagitis,K20,D004941
DOID:11968,postmenopausal atrophic vaginitis,N95.2,
DOID:11971,synostosis,,D013580
DOID:11975,coloboma of optic nerve,Q14.2,C535970
DOID:11976,botulism,A05.1,D001906
DOID:11981,morbid obesity,,D009767
DOID:11983,Prader-Willi syndrome,Q87.11,D011218
DOID:11984,hypertrophic cardiomyopathy,,D002312
DOID:11988,conjunctival concretion,H11.12,
DOID:11990,ulceroglandular tularemia,A21.0,
DOID:11991,osteopoikilosis,Q78.8,D010023
DOID:11994,atrophy of testis,N50.0,
DOID:11996,spermatic cord torsion,N44.02,D013086
DOID:11997,spermatocele,N43.4,D013088
DOID:120,female reproductive organ cancer,C57,D005833
DOID:12010,anterior ischemic optic neuropathy,H47.01,D018917
DOID:12016,frontal lobe neoplasm,C71.1,
DOID:12028,Conn's syndrome,E26.01,D006929
DOID:12029,sympathetic ophthalmia,H44.13,D009879
DOID:12030,panuveitis,H44.11,D015864
DOID:12043,kernicterus due to isoimmunization,P57.0,
DOID:1205,allergic disease,T78.40,D006967
DOID:12053,cryptococcosis,B45,D003453
DOID:12055,sarcoid meningitis,D86.81,
DOID:1206,Rett syndrome,F84.2,D015518
DOID:12070,Dieulafoy lesion,K31.82,
DOID:12087,deep corneal vascularisation,H16.44,
DOID:1209,nutritional optic neuropathy,H46.2,
DOID:12096,sodoku disease,A25.0,D011906
DOID:12098,trigeminal neuralgia,G50.0,D014277
DOID:121,vaginal disease,,D014623
DOID:1210,optic neuritis,H46,D009902
DOID:12117,pulmonary alveolar microlithiasis,J84.02,C562405
DOID:12118,pulmonary hemosiderosis,J84.03,C536281
DOID:12119,hemosiderosis,,D006486
DOID:12120,pulmonary alveolar proteinosis,J84.01,D011649
DOID:12123,postinflammatory pulmonary fibrosis,J84.10,
DOID:12124,episcleritis periodica fugax,H15.11,
DOID:12125,neurotrophic keratoconjunctivitis,H16.23,
DOID:12128,pica disease,,D010842
DOID:12129,bulimia nervosa,F50.2,D002032
DOID:12132,granulomatosis with polyangiitis,M31.3,D014890
DOID:12134,factor VIII deficiency,D66,D006467
DOID:12139,dysthymic disorder,F34.1,D019263
DOID:12140,Chagas disease,,D014355
DOID:12143,neurogenic bladder,,D001750
DOID:12148,alveolar echinococcosis,B67.7,C536591
DOID:12155,lymphocytic choriomeningitis,A87.2,D008216
DOID:12156,arachnoiditis,G03,D001100
DOID:12157,aseptic meningitis,G03.0,D008582
DOID:12161,peripheral retinal degeneration,H35.4,
DOID:12162,pseudoretinitis pigmentosa,H35.45,
DOID:12164,Blessig's cysts,H35.42,
DOID:12165,retinal lattice degeneration,H35.41,
DOID:12166,cobblestone retinal degeneration,H35.43,
DOID:12167,secondary vitreoretinal degeneration,H35.46,
DOID:12168,ulnar nerve lesion,G56.2,
DOID:12169,carpal tunnel syndrome,G56.0,D002349
DOID:1217,fascioloidiasis,,D005213
DOID:12170,radial nerve lesion,G56.3,
DOID:12171,radial neuropathy,,D020425
DOID:12175,dyshormonogenic goiter,E07.1,
DOID:12176,goiter,E04.9,D006042
DOID:12177,common variable immunodeficiency,D83,D017074
DOID:1218,echinostomiasis,B66.8,D004451
DOID:12185,otosclerosis,H80.80,
DOID:1219,dicrocoeliasis,B66.2,D004011
DOID:12190,descending colon cancer,C18.6,
DOID:12191,splenic flexure cancer,C18.5,
DOID:12192,sigmoid colon cancer,C18.7,D012811
DOID:12196,superficial keratitis,H16.10,
DOID:12197,punctate epithelial keratoconjunctivitis,H16.14,
DOID:12205,dengue disease,A90,D003715
DOID:12206,dengue hemorrhagic fever,A91,D019595
DOID:12211,filarial elephantiasis,,D004605
DOID:12215,oligohydramnios,O41.0,D016104
DOID:12217,Lewy body dementia,G31.83,D020961
DOID:1222,cartilage disease,M94.9,D002357
DOID:12225,Plica syndrome,M67.5,D013585
DOID:12234,cascade stomach,K31.2,
DOID:12236,primary biliary cholangitis,K74.3,D008105
DOID:12236,primary biliary cholangitis,K74.5,D008105
DOID:12237,bile reflux,,D001655
DOID:12239,anal margin squamous cell carcinoma,C44.520,
DOID:12241,beta thalassemia,D56.1,D017086
DOID:12257,medulloadrenal hyperfunction,E27.5,
DOID:12259,hemophilia B,D67,D002836
DOID:12265,chronic salpingo-oophoritis,N70.1,
DOID:1227,neutropenia,D70,D009503
DOID:12270,coloboma,Q13.0,D003103
DOID:12271,aniridia,Q13.1,D015783
DOID:12273,anisometropia,H52.31,D015858
DOID:12275,cutaneous diphtheria,A36.3,
DOID:12276,malignant tumor of undescended testis,C62.0,
DOID:12282,femoral vein thrombophlebitis,I80.1,
DOID:12287,Crimean-Congo hemorrhagic fever,A98.0,D006479
DOID:1229,paranoid schizophrenia,F20.0,D012563
DOID:12294,atypical depressive disorder,F32.89,
DOID:12297,Vogt-Koyanagi-Harada disease,H20.82,D014607
DOID:12304,conjunctival pigmentation,H11.13,
DOID:12305,Bloch-Sulzberger syndrome,Q82.3,D007184
DOID:12306,vitiligo,L80,D014820
DOID:12307,anterior corneal pigmentation,H18.01,
DOID:12308,Dubin-Johnson syndrome,E80.6,D007566
DOID:12309,urticaria pigmentosa,D47.01,D014582
DOID:12311,stromal corneal pigmentation,H18.06,
DOID:12318,granular corneal dystrophy,H18.53,D003317
DOID:12323,cough variant asthma,J45.991,
DOID:12325,kyphoscoliotic heart disease,I27.1,
DOID:12328,marasmus,E41,D011502
DOID:1233,transvestism,F64.1,D014190
DOID:12332,hematocele of tunica vaginalis testis,,D006398
DOID:12335,male genital organ vascular disease,N50.1,
DOID:12336,male infertility,N46,D007248
DOID:12337,varicocele,I86.1,D014646
DOID:1234,gender incongruence,F64.2,
DOID:12347,osteogenesis imperfecta,Q78.0,D010013
DOID:12349,primary eye hypotony,H44.44,
DOID:1235,fetishism,F65.0,D005329
DOID:12355,prostatocystitis,N41.3,
DOID:12358,patulous eustachian tube,H69.0,
DOID:12360,lateral displacement of eye,H05.21,
DOID:12361,Graves' disease,E05.0,D006111
DOID:12363,intermittent proptosis,H05.25,
DOID:12364,pulsating exophthalmos,H05.26,
DOID:12365,malaria,B54,D008288
DOID:12369,prolapse of urethra,N81.0,
DOID:1237,corneal degeneration,H18.4,
DOID:12375,bronchopneumonia,J18.0,D001996
DOID:12376,juvenile spinal muscular atrophy,,D014897
DOID:12377,spinal muscular atrophy,G12.9,D009134
DOID:12382,complex partial epilepsy,,D017029
DOID:12384,dysentery,,D004403
DOID:12385,shigellosis,A03,D004405
DOID:12385,shigellosis,A03.0,D004405
DOID:12385,shigellosis,A03.1,D004405
DOID:12385,shigellosis,A03.2,D004405
DOID:12386,balantidiasis,A07.0,D001447
DOID:12387,nephrogenic diabetes insipidus,N25.1,D018500
DOID:12388,neurohypophyseal diabetes insipidus,,D020790
DOID:12397,entropion,,D004774
DOID:12399,pathological gambling,F63.0,D005715
DOID:1240,leukemia,C95.90,D007938
DOID:12400,kleptomania,F63.2,D007174
DOID:12401,intermittent explosive disorder,F60.3,D007174
DOID:12401,intermittent explosive disorder,F63.81,D007174
DOID:12402,pyromania,F63.1,D005391
DOID:12403,tinea pedis,B35.3,D014008
DOID:1241,luxation of globe,H44.82,
DOID:1242,globe disease,H44.39,
DOID:1243,labia minora cancer,C51.1,
DOID:12449,aplastic anemia,D61.9,D000741
DOID:1245,vulva cancer,C51,D014846
DOID:12450,pancytopenia,D61.81,D010198
DOID:12451,sulfhemoglobinemia,,D013436
DOID:12465,secondary hyperparathyroidism of renal origin,N25.81,
DOID:12466,secondary hyperparathyroidism,,D006962
DOID:1247,blood coagulation disease,D68.9,D001778
DOID:12474,capillariasis,B81.1,D017189
DOID:12491,Vagus nerve disease,G52.2,D020421
DOID:12506,Bell's palsy,G51.0,D020330
DOID:12510,retinal ischemia,H35.82,
DOID:12514,retinal perforation,,D012167
DOID:1252,trichuriasis,,D014257
DOID:12522,bagassosis,J67.1,D011009
DOID:12524,plantar nerve lesion,G57.6,
DOID:12526,tarsal tunnel syndrome,G57.5,D013641
DOID:12527,common peroneal nerve lesion,G57.3,
DOID:12528,lesion of sciatic nerve,G57.0,D020426
DOID:12531,von Willebrand's disease,D68.0,D014842
DOID:1254,trichostrongylosis,B81.2,D014253
DOID:12546,atrophic nonflaccid tympanic membrane,H73.82,
DOID:12549,hepatitis A,,D006506
DOID:1255,trichostrongyloidiasis,,D014252
DOID:12550,hepatic coma,K72.91,D006501
DOID:12554,hemolytic-uremic syndrome,D59.3,D006463
DOID:12556,acute kidney tubular necrosis,N17.0,D007683
DOID:12557,Duane retraction syndrome,H50.81,D004370
DOID:12558,chronic progressive external ophthalmoplegia,H49.4,D017246
DOID:12566,ulceration of vulva,N77.0,
DOID:12568,dyscalculia,,D060705
DOID:12573,neonatal thyrotoxicosis,P72.1,
DOID:12574,posterior uveitis,,D015866
DOID:12577,urethral obstruction,,D014524
DOID:12580,Cri-Du-Chat syndrome,Q93.4,D003410
DOID:12581,olecranon bursitis,M70.2,
DOID:12583,velocardiofacial syndrome,Q93.81,D004062
DOID:12594,Potter's syndrome,Q60.6,
DOID:1260,parametritis,,D010249
DOID:12603,acute leukemia,C95.00,
DOID:12637,perineocele,N81.81,
DOID:12638,hypertrophic pyloric stenosis,Q40.0,D046248
DOID:12639,pyloric stenosis,K31.1,D011707
DOID:12641,displacement of cardia through esophageal hiatus,Q40.1,
DOID:12642,hiatus hernia,K44,D006551
DOID:12657,vestibulocochlear nerve disease,H93.3,D000160
DOID:12661,tooth ankylosis,K03.5,D020254
DOID:12662,paracoccidioidomycosis,B41,D010229
DOID:12663,blastomycosis,B40,D001759
DOID:12667,binocular vision disease,H53.30,
DOID:12668,abnormal retinal correspondence,H53.31,
DOID:12678,hypercalcemia,E83.52,D006934
DOID:12679,nephrocalcinosis,,D009397
DOID:12680,pseudobulbar palsy,,D020828
DOID:12683,vestibular neuronitis,H81.2,D020338
DOID:12685,mixed receptive-expressive language disorder,F80.2,
DOID:12689,acoustic neuroma,,D009464
DOID:12697,locked-in syndrome,G83.5,D000080422
DOID:12698,gynecomastia,N62,D006177
DOID:127,leiomyoma,,D007889
DOID:1270,hereditary hemorrhagic telangiectasia,I78.0,D013683
DOID:12700,hyperprolactinemia,E22.1,D002640
DOID:12700,hyperprolactinemia,E22.1,D006966
DOID:12704,ataxia telangiectasia,,D001260
DOID:12705,Friedreich ataxia,G11.11,D005621
DOID:12707,myoclonic cerebellar dyssynergia,,D002527
DOID:1271,capillary disease,I78,
DOID:12711,black piedra,B36.3,D010854
DOID:12712,nephronophthisis,Q61.5,
DOID:12714,Ellis-Van Creveld syndrome,Q77.6,D004613
DOID:12716,newborn respiratory distress syndrome,P22.0,D006819
DOID:1272,telangiectasis,,D013684
DOID:12720,cerebral atherosclerosis,I67.2,D002537
DOID:12721,multiple epiphyseal dysplasia,,D010009
DOID:1273,respiratory syncytial virus infectious disease,,D018357
DOID:12731,pars planitis,H30.2,D015868
DOID:12732,intermediate uveitis,,D015867
DOID:12733,hypercementosis,K03.4,D006936
DOID:12735,hernia of ovary and fallopian tube,N83.4,
DOID:12750,cyclosporiasis,A07.4,D021866
DOID:12753,corneal staphyloma,H18.72,
DOID:12759,choroid cancer,C69.3,D002830
DOID:1278,tolosa-hunt syndrome,,D020333
DOID:12783,migraine without aura,G43.0,D020326
DOID:12785,diabetic polyneuropathy,,D003929
DOID:1279,ocular motility disease,,D015835
DOID:12797,hallucinogen abuse,F16.1,
DOID:12798,mucopolysaccharidosis,E76.3,D009083
DOID:12799,mucopolysaccharidosis II,E76.1,D016532
DOID:12800,mucopolysaccharidosis VI,,D009087
DOID:12801,mucopolysaccharidosis III,,D009084
DOID:12802,mucopolysaccharidosis I,E76.0,D008059
DOID:12803,Sly syndrome,E76.29,D016538
DOID:12804,mucopolysaccharidosis IV,E76.219,D009085
DOID:12809,chronic lacrimal gland enlargement,H04.03,
DOID:1283,enterocele,K46,D006547
DOID:12835,quadriplegia,G82.5,D011782
DOID:12837,thyroid crisis,,D013958
DOID:12841,ancylostomiasis,B76.0,D000724
DOID:12842,Guillain-Barre syndrome,G61.0,D020275
DOID:12849,autistic disorder,F84.0,D001321
DOID:1285,rectal disease,,D012002
DOID:12857,Achilles bursitis,M76.6,
DOID:12858,Huntington's disease,G10,D006816
DOID:12859,choreatic disease,G25.5,
DOID:1287,cardiovascular system disease,,D002318
DOID:12883,hypochondriasis,F45.21,D006998
DOID:12889,Miller Fisher syndrome,G61.0,D019846
DOID:1289,neurodegenerative disease,G31.9,D019636
DOID:12894,Sjogren's syndrome,M35.0,D012859
DOID:12895,keratoconjunctivitis sicca,,D007638
DOID:12897,submandibular gland disease,,D013364
DOID:12899,benign lymphoepithelial lesion of salivary gland,K11.8,
DOID:12900,Mikulicz disease,K11.8,D008882
DOID:12901,necrotizing sialometaplasia,K11.8,D012797
DOID:12904,mucocele of salivary gland,K11.6,
DOID:12905,sialolithiasis,K11.5,D015494
DOID:12918,thromboangiitis obliterans,I73.1,D013919
DOID:12919,Plasmodium ovale malaria,B53.0,
DOID:12926,hypodermyiasis,,D007000
DOID:12927,screw worm infectious disease,,D012610
DOID:12929,endocardial fibroelastosis,I42.4,D004695
DOID:12930,dilated cardiomyopathy,I42.0,D002311
DOID:12932,endomyocardial fibrosis,,D004719
DOID:12934,Kearns-Sayre syndrome,H49.81,D007625
DOID:12935,alcoholic cardiomyopathy,I42.6,D002310
DOID:12958,paralytic lagophthalmos,H02.23,D000092164
DOID:12959,lagophthalmos,H02.2,D000092164
DOID:12960,acrocephalosyndactylia,,D000168
DOID:12961,Poland syndrome,Q79.8,D011045
DOID:12971,hereditary spherocytosis,D58.0,D013103
DOID:12978,Plasmodium vivax malaria,B51,D016780
DOID:12986,leukostasis,,D018921
DOID:12987,agranulocytosis,D70,D000380
DOID:12995,conduct disorder,F91,D019955
DOID:12996,acute dacryocystitis,H04.32,
DOID:12997,Phlegmonous dacryocystitis,H04.31,
DOID:13001,carotid stenosis,,D016893
DOID:13002,subclavian steal syndrome,,D013349
DOID:13003,vertebrobasilar insufficiency,G45.0,D014715
DOID:13014,shipyard eye,B30.0,
DOID:13025,retinopathy of prematurity,H35.1,D012178
DOID:13026,lobomycosis,B48.0,D060368
DOID:13027,transient global amnesia,G45.4,D020236
DOID:13031,balanoposthitis,N47.6,
DOID:13033,balanitis,N48.1,D001446
DOID:13034,relapsing fever,A68,D012061
DOID:13035,louse-borne relapsing fever,A68.0,D012061
DOID:13036,tick-borne relapsing fever,A68.1,
DOID:13037,mechanical lagophthalmos,H02.22,
DOID:13038,cicatricial lagophthalmos,H02.21,D000092164
DOID:13042,persistent fetal circulation syndrome,P29.3,D010547
DOID:13046,acute sphenoidal sinusitis,J01.3,
DOID:13068,renal osteodystrophy,N25.0,D012080
DOID:13078,eumycotic mycetoma,B47,D008271
DOID:13080,Jaccoud's syndrome,M12.0,
DOID:13087,Lown-Ganong-Levine syndrome,I45.6,D008151
DOID:13088,periventricular leukomalacia,P91.2,D007969
DOID:13089,intracranial arterial disease,,D020765
DOID:13094,branch retinal artery occlusion,H34.23,D015356
DOID:13095,vertebral artery insufficiency,,D014715
DOID:13096,Sneddon syndrome,,D018860
DOID:13097,intracranial arteriosclerosis,,D002537
DOID:13098,central retinal artery occlusion,H34.1,D015356
DOID:13099,Moyamoya disease,I67.5,D009072
DOID:13100,intracranial vasospasm,,D020301
DOID:13117,paronychia,L03.0,D010304
DOID:1312,focal segmental glomerulosclerosis,,D005923
DOID:13120,protein-deficiency anemia,D53.0,
DOID:13133,HELLP syndrome,O14.2,D017359
DOID:13134,hordeolum externum,H00.01,
DOID:13137,Werdnig-Hoffmann disease,G12.0,D014897
DOID:13140,suppurative uveitis,,D015829
DOID:13141,uveitis,H20.9,D014605
DOID:13146,esophageal candidiasis,B37.81,
DOID:13148,acute cystitis,N30.0,
DOID:13166,allergic bronchopulmonary aspergillosis,B44.81,D001229
DOID:13168,prepuce cancer,C60.0,
DOID:13169,spermatic cord cancer,C63.1,
DOID:13174,dissociated nystagmus,H55.04,D009759
DOID:13185,esophageal diverticulosis,,D045723
DOID:13186,megaesophagus,,D004931
DOID:13189,gout,M10,D006073
DOID:13189,gout,M10,D015210
DOID:1319,brain cancer,C71,D001932
DOID:13195,nontoxic goiter,E04.9,
DOID:13196,lingual goiter,,D047268
DOID:13197,nodular goiter,,D006044
DOID:13198,endemic goiter,E01.2,D006043
DOID:13200,substernal goiter,,D006045
DOID:13206,nodular prostate,N40,
DOID:13214,hole retinal cyst,H35.34,
DOID:13222,submucous uterine fibroid,D25.0,
DOID:13223,uterine fibroid,D25,D007889
DOID:13226,oculoglandular tularemia,A21.1,
DOID:13238,Haverhill fever,A25.1,
DOID:1324,lung cancer,C34.1,
DOID:1324,lung cancer,C34.2,
DOID:1324,lung cancer,C34.3,
DOID:13240,tooth resorption,K03.3,D014091
DOID:13241,Behcet's disease,M35.2,D001528
DOID:13249,pneumatosis cystoides intestinalis,,D011006
DOID:1325,bronchus cancer,C34,
DOID:13250,diarrhea,,D004403
DOID:13252,mesenteric vascular occlusion,,D008641
DOID:13254,diverticulitis of colon,,D004239
DOID:13258,typhoid fever,A01.0,D014435
DOID:13268,porphyria,E80.20,D011164
DOID:13269,hereditary coproporphyria,E80.29,D046349
DOID:13270,erythropoietic protoporphyria,E80.0,D046351
DOID:13271,cutaneous porphyria,E80.0,D017092
DOID:13272,Klebsiella pneumonia,J15.0,D007710
DOID:13276,Mycoplasma pneumoniae pneumonia,J15.7,D011019
DOID:1328,Rift Valley fever,A92.4,D012295
DOID:13300,Scheuermann's disease,M42.0,D012544
DOID:13306,diphtheritic cystitis,A36.85,
DOID:13310,diphtheritic peritonitis,A36.89,
DOID:13316,exocrine pancreatic insufficiency,K86.81,D010188
DOID:13317,hyperinsulinemic hypoglycemia,E16.9,D046768
DOID:13326,chronic follicular conjunctivitis,H10.43,
DOID:13329,toxic optic neuropathy,H46.3,D000081028
DOID:13333,hypertrophy of tongue papillae,K14.3,
DOID:13336,congenital toxoplasmosis,P37.1,D014125
DOID:13348,laryngeal cartilage cancer,C32.3,
DOID:13351,pedophilia,F65.4,D010378
DOID:13353,diffuse interstitial keratitis,H16.32,
DOID:13357,chondromalacia patellae,M22.4,D046789
DOID:13359,Ehlers-Danlos syndrome,Q79.6,D004535
DOID:13366,Stiff-Person syndrome,G25.82,D016750
DOID:13369,tinea manuum,B35.2,C000656824
DOID:13371,scrub typhus,A75.3,D012612
DOID:13372,alpha 1-antitrypsin deficiency,E88.01,D019896
DOID:13374,fibrodysplasia ossificans progressiva,M61.1,D009221
DOID:13375,temporal arteritis,,D013700
DOID:13378,Kawasaki disease,M30.3,D009080
DOID:1338,congenital dyserythropoietic anemia,D64.4,D000742
DOID:13381,pernicious anemia,D51.0,D000752
DOID:13382,megaloblastic anemia,D53.1,D000749
DOID:13386,gastrointestinal anthrax,A22.2,C571911
DOID:1339,Diamond-Blackfan anemia,D61.01,D029503
DOID:13399,color blindness,H53.5,D003117
DOID:1340,pure red-cell aplasia,,D012010
DOID:13401,angioid streaks,,D000793
DOID:13402,skin sarcoidosis,D86.3,
DOID:13404,uveoparotid fever,D86.89,D014608
DOID:13406,pulmonary sarcoidosis,D86.0,D017565
DOID:13409,perforation of bile duct,K83.2,
DOID:13413,hepatic encephalopathy,K76.82,D006501
DOID:13417,alexia,,D004410
DOID:13417,alexia,,D004411
DOID:13419,neurogenic bowel,,D055496
DOID:1342,congenital hypoplastic anemia,D61.0,D029502
DOID:1342,congenital hypoplastic anemia,D61.01,D029502
DOID:1343,urethritis,N34.2,D014526
DOID:13431,bejel,,D014211
DOID:13444,glanders,A24.0,D005896
DOID:13446,basilar artery occlusion,I65.1,
DOID:13447,corneal argyrosis,H18.02,
DOID:13448,posterior corneal pigmentation,H18.05,
DOID:13450,coccidioidomycosis,B38,D003047
DOID:13452,scleritis,H15.0,D015423
DOID:13453,gonococcal bursitis,A54.49,
DOID:13461,urethral intrinsic sphincter deficiency,N36.42,
DOID:13473,central pterygium,H11.02,
DOID:13476,supraglottis cancer,C32.1,
DOID:13481,thanatophoric dysplasia,Q77.1,D013796
DOID:13482,Proteus syndrome,,D016715
DOID:13487,childhood disintegrative disease,F84.3,
DOID:13498,urethral syndrome,N34.3,
DOID:13499,jejunal cancer,C17.1,D007580
DOID:1350,paranasal sinus benign neoplasm,,D010255
DOID:13500,hairy tongue,,D014064
DOID:13501,Moebius syndrome,Q87.0,D020331
DOID:13507,trigonitis,N30.3,
DOID:13515,tuberous sclerosis,Q85.1,D014402
DOID:1352,paranasal sinus disease,,D010254
DOID:13520,neonatal infective mastitis,P39.0,
DOID:13521,tetanus neonatorum,A33,
DOID:13523,loiasis,B74.3,D008118
DOID:13533,osteopetrosis,Q78.2,D010022
DOID:13543,hyperparathyroidism,E21.3,D006961
DOID:13544,low tension glaucoma,H40.12,D057066
DOID:13548,secondary Parkinson disease,G21,D010302
DOID:13549,interval angle-closure glaucoma,H40.23,
DOID:13550,angle-closure glaucoma,,D015812
DOID:13560,subserous uterine fibroid,D25.2,
DOID:13561,optic disk drusen,H47.32,D015594
DOID:13564,aspergillosis,B44,D001228
DOID:13565,neuroaspergillosis,,D020953
DOID:1357,maxillary sinus cancer,C31.0,
DOID:13576,twin-to-twin transfusion syndrome,O43.02,D005330
DOID:13579,kwashiorkor,E40,D007732
DOID:1358,maxillary sinus benign neoplasm,,D008444
DOID:13580,cholestasis,K83.1,D002779
DOID:13585,alveolar periostitis,M27.3,D004368
DOID:13589,female infertility of uterine origin,N97.2,
DOID:13593,eclampsia,O15,D004461
DOID:1360,frontal sinus cancer,C31.2,
DOID:13603,obstructive jaundice,,D041781
DOID:13608,biliary atresia,Q44.2,D001656
DOID:13619,extrahepatic cholestasis,,D001651
DOID:13620,patent foramen ovale,Q21.12,D054092
DOID:13622,campylobacteriosis,,D002169
DOID:13626,photokeratitis,H16.13,
DOID:13628,favism,D55.0,D005236
DOID:1363,ethmoid sinus cancer,C31.1,
DOID:13636,Fanconi anemia,D61.09,D005199
DOID:13641,exfoliation syndrome,,D017889
DOID:13651,eversion of lacrimal punctum,H04.52,
DOID:13653,stenosis of lacrimal punctum,H04.56,
DOID:13654,stenosis of lacrimal passage,H04.54,
DOID:13655,acquired tear duct stenosis,H04.55,
DOID:13662,ulcer of anus and rectum,K62.6,
DOID:13664,post-vaccinal encephalitis,G04.02,D004673
DOID:13676,posterior scleritis,H15.03,
DOID:13677,SAPHO syndrome,,D020083
DOID:13687,chronic duodenal ileus,K31.5,
DOID:13689,prostate calculus,N42.0,
DOID:13709,premature ejaculation,F52.4,D061686
DOID:13711,dental fluorosis,K00.3,D009050
DOID:13714,anodontia,K00.0,D000848
DOID:13722,neuroschistosomiasis,,D020818
DOID:13724,scurvy,E54,D012614
DOID:13725,beriberi,E51.1,D001602
DOID:13732,panophthalmitis,,D010202
DOID:13736,uterine inflammatory disease,N71.9,
DOID:13738,hepatic infarction,K76.3,D000081011
DOID:13739,nutmeg liver,K76.1,
DOID:1375,neonatal urinary tract infectious disease,P39.3,
DOID:13756,epiphora due to insufficient drainage,H04.22,
DOID:13757,excessive tearing,H04.2,D007766
DOID:13760,Pthirus pubis infestation,B85.3,
DOID:13767,clonorchiasis,B66.1,D003003
DOID:13768,opisthorchiasis,B66.0,D009889
DOID:13774,Addison's disease,E27.1,D000224
DOID:13775,plantar wart,B07.0,
DOID:13777,epidermodysplasia verruciformis,,D004819
DOID:13778,chancroid,A57,D002602
DOID:13781,hypermobility syndrome,M35.7,
DOID:13787,localized anterior staphyloma,H15.82,
DOID:13788,equatorial staphyloma,H15.81,
DOID:13789,staphyloma posticum,H15.83,
DOID:13790,acute tympanitis,H73.0,
DOID:13791,myringitis bullosa hemorrhagica,H73.01,
DOID:13794,anterior scleritis,H15.01,
DOID:13799,female breast central part cancer,C50.11,
DOID:1380,endometrial cancer,C54.1,D016889
DOID:13800,inclusion conjunctivitis,A74.0,D003235
DOID:13801,pharyngoconjunctival fever,,D000258
DOID:13809,familial combined hyperlipidemia,E78.49,D006950
DOID:1381,Fox-Fordyce disease,L75.2,D005588
DOID:13810,familial hypercholesterolemia,E78.01,D006938
DOID:13814,hypoglossal nerve disease,G52.3,D020437
DOID:13819,lymphogranuloma venereum,A55,D008219
DOID:1382,miliaria,L74.3,D008883
DOID:13825,squamous blepharitis,H01.02,
DOID:1383,sweat gland disease,L74.9,D013543
DOID:13832,patent ductus arteriosus,Q25.0,D004374
DOID:13839,extrapyramidal and movement disease,G25.9,
DOID:1386,abetalipoproteinemia,E78.6,D000012
DOID:13861,scleroperikeratitis,H15.04,
